id,title,type,date,cve,cvss,base severity,cwe,epss,lien,description,editeur,produit,versions
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-0060,6.5,MEDIUM,CWE-94: Improper Control of Generation of Code,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,SAP BusinessObjects Business Intelligence Platform allows an authenticated user with restricted access to inject malicious JS code which can read sensitive information from the server and send it to the attacker. The attacker could further use this information to impersonate as a high privileged user causing high impact on confidentiality and integrity of the application.,SAP_SE,SAP BusinessObjects Business Intelligence Platform,"['ENTERPRISE 420', '430', '2025']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-30012,3.9,LOW,CWE-502: Deserialization of Untrusted Data,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"The Live Auction Cockpit in SAP Supplier Relationship Management (SRM) uses a deprecated java applet component within the affected SRM stack to accept binary Java objects in specific encoding format. On successful exploitation, an authenticated attacker with high privileges could send malicious payload request and receive an outbound DNS request, resulting in deserialization of data in the application. This vulnerability has low impact on confidentiality, integrity and availability of the application.",SAP_SE,SAP Supplier Relationship Management (Live Auction Cockpit),['SRM_SERVER 7.14']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43000,7.9,HIGH,CWE-862: Missing Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,Under certain conditions Promotion Management Wizard (PMW) allows an attacker to access information which would otherwise be restricted.This has High impact on Confidentiality with Low impact on Integrity and Availability of the application.,SAP_SE,SAP Business Objects Business Intelligence Platform (PMW),"['ENTERPRISE 430', '2025', '2027']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43004,5.3,MEDIUM,CWE-862: Missing Authorization,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"Due to a security misconfiguration vulnerability, customers can develop Production Operator Dashboards (PODs) that enable outside users to access customer data when they access these dashboards. Since no mechanisms exist to enforce authentication, malicious unauthenticated users can view non-sensitive customer information. However, this does not affect data integrity or availability.",SAP_SE,SAP Digital Manufacturing (Production Operator Dashboard),['CTNR-DME-PODFOUNDATION-MS 1.0']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-31324,10,CRITICAL,CWE-434: Unrestricted Upload of File with Dangerous Type,0.744,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP NetWeaver Visual Composer Metadata Uploader is not protected with a proper authorization, allowing unauthenticated agent to upload potentially malicious executable binaries that could severely harm the host system. This could significantly affect the confidentiality, integrity, and availability of the targeted system.",SAP_SE,SAP NetWeaver (Visual Composer development server),['VCFRAMEWORK 7.50']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43005,4.3,MEDIUM,CWE-256: Plaintext Storage of a Password,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP GUI for Windows allows an unauthenticated attacker to exploit insecure obfuscation algorithms used by the GuiXT application to store user credentials. While this issue does not impact the Integrity or Availability of the application, it may have a Low impact on the Confidentiality of data.",SAP_SE,SAP GUI for Windows,['BC-FES-GUI 8.00']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43008,5.8,MEDIUM,CWE-862: Missing Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"Due to missing authorization check, an unauthorized user can view the files of other company. This might lead to disclosure of personal data of employees. There is no impact on integrity and availability.",SAP_SE,SAP S/4HANA HCM Portugal and SAP ERP HCM Portugal,"['S4HCMCPT 100', '101', 'SAP_HRCPT 600', '604', '608']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-31329,6.2,MEDIUM,CWE-141: Improper Neutralization of Parameter/Argument Delimiters,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP NetWeaver is vulnerable to an Information Disclosure vulnerability caused by the injection of malicious instructions into user configuration settings. An attacker with administrative privileges can craft these instructions so that when accessed by the victim, sensitive information such as user credentials is exposed. These credentials may then be used to gain unauthorized access to local or adjacent systems. This results in high impact to Confidentiality, with no significant effect on Integrity or Availability.",SAP_SE,SAP NetWeaver Application Server ABAP and ABAP Platform,"['SAP_BASIS 700', 'SAP_BASIS 701', 'SAP_BASIS 702', 'SAP_BASIS 731', 'SAP_BASIS 740', 'SAP_BASIS 750', 'SAP_BASIS 751', 'SAP_BASIS 752', 'SAP_BASIS 753', 'SAP_BASIS 754', 'SAP_BASIS 755', 'SAP_BASIS 756', 'SAP_BASIS 757', 'SAP_BASIS 758']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-30009,6.1,MEDIUM,CWE-79: Improper Neutralization of Input During Web Page Generation,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"he Live Auction Cockpit in SAP Supplier Relationship Management (SRM) uses a deprecated java applet component within the affected SRM packages which allows an unauthenticated attacker to execute malicious script in the victim�s browser. This vulnerability has low impact on confidentiality and integrity within the scope of that victim�s browser, with no effect on availability of the application",SAP_SE,SAP Supplier Relationship Management (Live Auction Cockpit),['SRM_SERVER 7.14']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-30011,5.3,MEDIUM,CWE-497: Exposure of Sensitive System Information to an Unauthorized Control Sphere,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"The Live Auction Cockpit in SAP Supplier Relationship Management (SRM) uses a deprecated java applet component within the affected SRM packages which allows an unauthenticated attacker to send an malicious request to the application, which could disclose the internal version details of the affected system. This vulnerability has low impact on confidentiality, with no effect on integrity and availability of the application.",SAP_SE,SAP Supplier Relationship Management (Live Auction Cockpit),['SRM_SERVER 7.14']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43002,4.3,MEDIUM,CWE-472: External Control of Assumed-Immutable Web Parameter,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,SAP S4CORE OData meta-data property allows an authenticated attacker to access restricted information due to missing authorization check. This could cause a low impact on confidentiality but integrity and availability of the application are not impacted.,SAP_SE,SAP S4/HANA (OData meta-data property),"['S4CORE 102', '103', '104', '105', '106']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-26662,4.4,MEDIUM,CWE-79: Improper Neutralization of Input During Web Page Generation,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"The Data Services Management Console does not sufficiently encode user-controlled inputs, allowing an attacker to inject malicious script. When a targeted victim, who is already logged in, clicks on the compromised link, the injected script gets executed within the scope of victim�s browser. This potentially leads to an impact on confidentiality and integrity. Availability is not impacted.",SAP_SE,SAP Data Services Management Console,['SBOP DS JOB SERVER 4.3']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-30010,6.1,MEDIUM,CWE-601: URL Redirection to Untrusted Site,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"The Live Auction Cockpit in SAP Supplier Relationship Management (SRM) uses a deprecated java applet component within the affected SRM packages which allows an unauthenticated attacker to craft a malicious link, which when clicked by a victim, redirects the browser to a malicious site. On successful exploitation, the attacker could cause low impact on confidentiality and integrity with no impact on the availability of the application.",SAP_SE,SAP Supplier Relationship Management (Live Auction Cockpit),['SRM_SERVER 7.14']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-42997,6.6,MEDIUM,CWE-732: Incorrect Permission Assignment for Critical Resource,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"Under certain conditions, SAP Gateway Client allows a high-privileged user to access restricted information beyond the scope of the application. Due to the possibility of influencing application behavior or performance through misuse of the exposed data, this may potentially lead to low impact on confidentiality, integrity, and availability.",SAP_SE,SAP Gateway Client,"['SAP_GWFND 752', '753', '754', '755', '756', '757', '758']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-0061,8.7,HIGH,CWE-497: Exposure of Sensitive System Information to an Unauthorized Control Sphere,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP BusinessObjects Business Intelligence Platform allows an unauthenticated attacker to perform session hijacking over the network without any user interaction, due to an information disclosure vulnerability. Attacker can access and modify all the data of the application.",SAP_SE,SAP BusinessObjects Business Intelligence Platform,"['ENTERPRISE 420', '430', '2025']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43010,8.3,HIGH,CWE-94: Improper Control of Generation of Code,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP S/4HANA Cloud Private Edition or on Premise (SCM Master Data Layer (MDL)) allows an authenticated attacker with SAP standard authorization to execute a certain function module remotely and replace arbitrary ABAP programs, including SAP standard programs. This is due to lack of input validation and no authorization checks. This has low Confidentiality impact but high impact on integrity and availability to the application.",SAP_SE,SAP S/4HANA Cloud Private Edition or on Premise (SCM Master Data Layer (MDL)),"['S4CORE 102', '103', '104', '105', '106', '107', '108', 'SCM_BASIS 700', '701', '702', '712', '713', '714']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2024-39592,7.7,HIGH,CWE-862: Missing Authorization,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"Elements of PDCE does not perform necessary
authorization checks for an authenticated user, resulting in escalation of
privileges.



This
allows an attacker to read sensitive information causing high impact on the
confidentiality of the application.",SAP_SE,SAP PDCE,"['S4CORE 102', 'S4CORE 103', 'S4COREOP 104', 'S4COREOP 105', 'S4COREOP 106', 'S4COREOP 107', 'S4COREOP 108']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-30018,8.6,HIGH,CWE-611: Improper Restriction of XML External Entity Reference,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"The Live Auction Cockpit in SAP Supplier Relationship Management (SRM) allows an unauthenticated attacker to submit an application servlet request with a crafted XML file which when parsed, enables the attacker to access sensitive files and data. This vulnerability has a high impact on the application's confidentiality, with no effect on integrity and availability of the application.",SAP_SE,SAP Supplier Relationship Management (Live Auction Cockpit),['SRM_SERVER 7.14']
CERTFR-2025-AVI-0468,Vulnérabilité dans Roundcube (02 juin 2025),avis,2025-06-02,CVE-2025-49113,9.9,CRITICAL,CWE-502 Deserialization of Untrusted Data,0.731,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0468/,"Roundcube Webmail before 1.5.10 and 1.6.x before 1.6.11 allows remote code execution by authenticated users because the _from parameter in a URL is not validated in program/actions/settings/upload.php, leading to PHP Object Deserialization.",Roundcube,Webmail,"['0', '1.6.0']"
CERTFR-2025-AVI-0476,Vulnérabilité dans cURL  (04 juin 2025),avis,2025-06-04,CVE-2025-5399,Non disponible,Non disponible,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0476/,"Due to a mistake in libcurl's WebSocket code, a malicious server can send a
particularly crafted packet which makes libcurl get trapped in an endless
busy-loop.

There is no other way for the application to escape or exit this loop other
than killing the thread/process.

This might be used to DoS libcurl-using application.",curl,curl,"['8.14.0', '8.13.0']"
CERTFR-2025-AVI-0477,Multiples vulnérabilités dans les produits VMware (05 juin 2025),avis,2025-06-05,CVE-2025-22245,5.9,MEDIUM,Stored Cross-Site Scripting (XSS) vulnerability in router port,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0477/,VMware NSX contains a stored Cross-Site Scripting (XSS) vulnerability in the router port due to improper input validation.,VMware,VMware NSX,"['VMware NSX 4.0.x, VMware NSX 4.1.x, VMware NSX 4.2.x']"
CERTFR-2025-AVI-0477,Multiples vulnérabilités dans les produits VMware (05 juin 2025),avis,2025-06-05,CVE-2025-22243,7.5,HIGH,Stored Cross-Site Scripting (XSS) vulnerability in Manager-UI,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0477/,VMware NSX Manager UI is vulnerable to a stored Cross-Site Scripting (XSS) attack due to improper input validation.,VMware,VMware NSX,"['VMware NSX 4.0.x, VMware NSX 4.1.x, VMware NSX 4.2.x']"
CERTFR-2025-AVI-0477,Multiples vulnérabilités dans les produits VMware (05 juin 2025),avis,2025-06-05,CVE-2025-22244,6.9,MEDIUM,Stored Cross-Site Scripting (XSS) vulnerability in gateway firewall,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0477/,VMware NSX contains a stored Cross-Site Scripting (XSS) vulnerability in the gateway firewall due to improper input validation.,VMware,VMware NSX,"['VMware NSX 4.0.x, VMware NSX 4.1.x, VMware NSX 4.2.x']"
CERTFR-2025-AVI-0478,Vulnérabilité dans Wireshark (05 juin 2025),avis,2025-06-05,CVE-2025-5601,7.8,HIGH,CWE-120: Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0478/,Column handling crashes in Wireshark 4.4.0 to 4.4.6 and 4.2.0 to 4.2.12 allows denial of service via packet injection or crafted capture file,Wireshark Foundation,Wireshark,"['4.4.0', '4.2.0']"
CERTFR-2025-AVI-0479,Multiples vulnérabilités dans les produits Cisco (05 juin 2025),avis,2025-06-05,CVE-2025-20261,8.8,HIGH,Improper Restriction of Communication Channel to Intended Endpoints,0.002,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0479/,"A vulnerability in the SSH connection handling of Cisco Integrated Management Controller (IMC) for Cisco UCS B-Series, UCS C-Series, UCS S-Series, and UCS X-Series Servers could allow an authenticated, remote attacker to access internal services with elevated privileges.

This vulnerability is due to insufficient restrictions on access to internal services. An attacker with a valid user account could exploit this vulnerability by using crafted syntax when connecting to the Cisco IMC of an affected device through SSH. A successful exploit could allow the attacker to access internal services with elevated privileges, which may allow unauthorized modifications to the system, including the possibility of creating new administrator accounts on the affected device.",Cisco,Cisco Unified Computing System (Standalone),"['4.0(2g)', '3.1(2i)', '3.1(1d)', '4.0(4i)', '4.1(1c)', '4.0(2c)', '4.0(1e)', '4.0(2h)', '4.0(4h)', '4.0(1h)', '4.0(2l)', '3.1(3g)', '4.0(1.240)', '4.0(2f)', '4.0(1g)', '4.0(2i)', '3.1(3i)', '4.0(4d)', '4.1(1d)', '3.1(3c)', '4.0(4k)', '3.1(2d)', '3.1(3a)', '3.1(3j)', '4.0(2d)', '4.1(1f)', '4.0(4j)', '4.0(2m)', '4.0(2k)', '4.0(1c)', '4.0(4f)', '4.0(4c)', '3.1(3d)', '3.1(2g)', '3.1(2c)', '4.0(1d)', '3.1(2e)', '4.0(1a)', '4.0(1b)', '3.1(3b)', '4.0(4b)', '3.1(2b)', '4.0(4e)', '3.1(3h)', '4.0(4l)', '4.1(1g)', '4.1(2a)', '4.0(2n)', '4.1(1h)', '3.1(3k)', '4.1(2b)', '4.0(2o)', '4.0(4m)', '4.1(2d)', '4.1(3b)', '4.0(2p)', '4.1(2e)', '4.1(2f)', '4.0(4n)', '4.0(2q)', '4.1(3c)', '4.0(2r)', '4.1(3d)', '4.1(2g)', '4.1(2h)', '4.1(3g)', '4.1(3f)', '4.1(2j)', '4.1(2k)', '4.1(3h)', '4.2(2a)', '4.1(3i)', '4.1(3l)', '4.2(1e)', '4.2(1b)', '4.2(1j)', '4.2(1i)', '4.2(1f)', '4.2(1a)', '4.2(1c)', '4.2(1g)', '4.1(2l)', '4.1(3m)', '4.1(2m)', '4.1(3n)']"
CERTFR-2025-AVI-0479,Multiples vulnérabilités dans les produits Cisco (05 juin 2025),avis,2025-06-05,CVE-2025-20163,8.7,HIGH,Key Exchange without Entity Authentication,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0479/,"A vulnerability in the SSH implementation of Cisco Nexus Dashboard Fabric Controller (NDFC) could allow an unauthenticated, remote attacker to impersonate Cisco NDFC-managed devices.

This vulnerability is due to insufficient SSH host key validation. An attacker could exploit this vulnerability by performing a machine-in-the-middle attack on SSH connections to Cisco NDFC-managed devices, which could allow an attacker to intercept this traffic. A successful exploit could allow the attacker to impersonate a managed device and capture user credentials.",Cisco,Cisco Nexus Dashboard,"['3.1(1k)', '3.1(1l)', '3.2(1e)', '3.2(1i)', '3.3(1a)', '3.3(1b)', '3.3(2b)', '4.0(1i)', '3.3(2g)']"
CERTFR-2025-AVI-0479,Multiples vulnérabilités dans les produits Cisco (05 juin 2025),avis,2025-06-05,CVE-2025-20286,9.9,CRITICAL,Use of Hard-coded Password,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0479/,"A vulnerability in Amazon Web Services (AWS), Microsoft Azure, and Oracle Cloud Infrastructure (OCI) cloud deployments of Cisco Identity Services Engine (ISE) could allow an unauthenticated, remote attacker to access sensitive data, execute limited administrative operations, modify system configurations, or disrupt services within the impacted systems.

This vulnerability exists because credentials are improperly generated when Cisco ISE is being deployed on cloud platforms, resulting in different Cisco ISE deployments sharing the same credentials. These credentials are shared across multiple Cisco ISE deployments as long as the software release and cloud platform are the same. An attacker could exploit this vulnerability by extracting the user credentials from Cisco ISE that is deployed in the cloud and then using them to access Cisco ISE that is deployed in other cloud environments through unsecured ports. A successful exploit could allow the attacker to access sensitive data, execute limited administrative operations, modify system configurations, or disrupt services within the impacted systems.
Note: If the Primary Administration node is deployed in the cloud, then Cisco ISE is affected by this vulnerability. If the Primary Administration node is on-premises, then it is not affected.",Cisco,Cisco Identity Services Engine Software,"['3.1.0', '3.1.0 p1', '3.1.0 p3', '3.1.0 p2', '3.2.0', '3.1.0 p4', '3.1.0 p5', '3.2.0 p1', '3.1.0 p6', '3.2.0 p2', '3.1.0 p7', '3.3.0', '3.2.0 p3', '3.2.0 p4', '3.1.0 p8', '3.2.0 p5', '3.2.0 p6', '3.1.0 p9', '3.3 Patch 2', '3.3 Patch 1', '3.3 Patch 3', '3.4.0', '3.2.0 p7', '3.3 Patch 4', '3.4 Patch 1', '3.1.0 p10', '3.3 Patch 5']"
CERTFR-2025-AVI-0480,Multiples vulnérabilités dans le noyau Linux de Red Hat (06 juin 2025),avis,2025-06-06,CVE-2025-37785,Non disponible,Non disponible,Non disponible,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0480/,"In the Linux kernel, the following vulnerability has been resolved:

ext4: fix OOB read when checking dotdot dir

Mounting a corrupted filesystem with directory which contains '.' dir
entry with rec_len == block size results in out-of-bounds read (later
on, when the corrupted directory is removed).

ext4_empty_dir() assumes every ext4 directory contains at least '.'
and '..' as directory entries in the first data block. It first loads
the '.' dir entry, performs sanity checks by calling ext4_check_dir_entry()
and then uses its rec_len member to compute the location of '..' dir
entry (in ext4_next_entry). It assumes the '..' dir entry fits into the
same data block.

If the rec_len of '.' is precisely one block (4KB), it slips through the
sanity checks (it is considered the last directory entry in the data
block) and leaves ""struct ext4_dir_entry_2 *de"" point exactly past the
memory slot allocated to the data block. The following call to
ext4_check_dir_entry() on new value of de then dereferences this pointer
which results in out-of-bounds mem access.

Fix this by extending __ext4_check_dir_entry() to check for '.' dir
entries that reach the end of data block. Make sure to ignore the phony
dir entries for checksum (by checking name_len for non-zero).

Note: This is reported by KASAN as use-after-free in case another
structure was recently freed from the slot past the bound, but it is
really an OOB read.

This issue was found by syzkaller tool.

Call Trace:
[   38.594108] BUG: KASAN: slab-use-after-free in __ext4_check_dir_entry+0x67e/0x710
[   38.594649] Read of size 2 at addr ffff88802b41a004 by task syz-executor/5375
[   38.595158]
[   38.595288] CPU: 0 UID: 0 PID: 5375 Comm: syz-executor Not tainted 6.14.0-rc7 #1
[   38.595298] Hardware name: QEMU Standard PC (i440FX + PIIX, 1996), BIOS rel-1.16.3-0-ga6ed6b701f0a-prebuilt.qemu.org 04/01/2014
[   38.595304] Call Trace:
[   38.595308]  <TASK>
[   38.595311]  dump_stack_lvl+0xa7/0xd0
[   38.595325]  print_address_description.constprop.0+0x2c/0x3f0
[   38.595339]  ? __ext4_check_dir_entry+0x67e/0x710
[   38.595349]  print_report+0xaa/0x250
[   38.595359]  ? __ext4_check_dir_entry+0x67e/0x710
[   38.595368]  ? kasan_addr_to_slab+0x9/0x90
[   38.595378]  kasan_report+0xab/0xe0
[   38.595389]  ? __ext4_check_dir_entry+0x67e/0x710
[   38.595400]  __ext4_check_dir_entry+0x67e/0x710
[   38.595410]  ext4_empty_dir+0x465/0x990
[   38.595421]  ? __pfx_ext4_empty_dir+0x10/0x10
[   38.595432]  ext4_rmdir.part.0+0x29a/0xd10
[   38.595441]  ? __dquot_initialize+0x2a7/0xbf0
[   38.595455]  ? __pfx_ext4_rmdir.part.0+0x10/0x10
[   38.595464]  ? __pfx___dquot_initialize+0x10/0x10
[   38.595478]  ? down_write+0xdb/0x140
[   38.595487]  ? __pfx_down_write+0x10/0x10
[   38.595497]  ext4_rmdir+0xee/0x140
[   38.595506]  vfs_rmdir+0x209/0x670
[   38.595517]  ? lookup_one_qstr_excl+0x3b/0x190
[   38.595529]  do_rmdir+0x363/0x3c0
[   38.595537]  ? __pfx_do_rmdir+0x10/0x10
[   38.595544]  ? strncpy_from_user+0x1ff/0x2e0
[   38.595561]  __x64_sys_unlinkat+0xf0/0x130
[   38.595570]  do_syscall_64+0x5b/0x180
[   38.595583]  entry_SYSCALL_64_after_hwframe+0x76/0x7e",Linux,Linux,['2.6.19']
CERTFR-2025-AVI-0480,Multiples vulnérabilités dans le noyau Linux de Red Hat (06 juin 2025),avis,2025-06-06,CVE-2025-21919,Non disponible,Non disponible,Non disponible,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0480/,"In the Linux kernel, the following vulnerability has been resolved:

sched/fair: Fix potential memory corruption in child_cfs_rq_on_list

child_cfs_rq_on_list attempts to convert a 'prev' pointer to a cfs_rq.
This 'prev' pointer can originate from struct rq's leaf_cfs_rq_list,
making the conversion invalid and potentially leading to memory
corruption. Depending on the relative positions of leaf_cfs_rq_list and
the task group (tg) pointer within the struct, this can cause a memory
fault or access garbage data.

The issue arises in list_add_leaf_cfs_rq, where both
cfs_rq->leaf_cfs_rq_list and rq->leaf_cfs_rq_list are added to the same
leaf list. Also, rq->tmp_alone_branch can be set to rq->leaf_cfs_rq_list.

This adds a check `if (prev == &rq->leaf_cfs_rq_list)` after the main
conditional in child_cfs_rq_on_list. This ensures that the container_of
operation will convert a correct cfs_rq struct.

This check is sufficient because only cfs_rqs on the same CPU are added
to the list, so verifying the 'prev' pointer against the current rq's list
head is enough.

Fixes a potential memory corruption issue that due to current struct
layout might not be manifesting as a crash but could lead to unpredictable
behavior when the layout changes.",Linux,Linux,['5.13']
CERTFR-2025-AVI-0480,Multiples vulnérabilités dans le noyau Linux de Red Hat (06 juin 2025),avis,2025-06-06,CVE-2025-21964,Non disponible,Non disponible,Non disponible,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0480/,"In the Linux kernel, the following vulnerability has been resolved:

cifs: Fix integer overflow while processing acregmax mount option

User-provided mount parameter acregmax of type u32 is intended to have
an upper limit, but before it is validated, the value is converted from
seconds to jiffies which can lead to an integer overflow.

Found by Linux Verification Center (linuxtesting.org) with SVACE.",Linux,Linux,['5.12']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-32996,4,MEDIUM,CWE-670 Always-Incorrect Control Flow Implementation,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"In http-proxy-middleware before 2.0.8 and 3.x before 3.0.4, writeBody can be called twice because ""else if"" is not used.",chimurai,http-proxy-middleware,"['0', '3.0.0']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2019-11038,3.1,LOW,CWE-457: Use of Uninitialized Variable,0.092,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"When using the gdImageCreateFromXbm() function in the GD Graphics Library (aka LibGD) 2.2.5, as used in the PHP GD extension in PHP versions 7.1.x below 7.1.30, 7.2.x below 7.2.19 and 7.3.x below 7.3.6, it is possible to supply data that will cause the function to use the value of uninitialized variable. This may lead to disclosing contents of the stack that has been left there by previous code.",PHP Group,PHP,"['7.1.x < 7.1.30', '7.2.x < 7.2.19', '7.3.x < 7.3.6']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2021-38593,Non disponible,Non disponible,Non disponible,0.008,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,Qt 5.x before 5.15.6 and 6.x through 6.1.2 has an out-of-bounds write in QOutlineMapper::convertPath (called from QRasterPaintEngine::fill and QPaintEngineEx::stroke).,Non disponible,Non disponible,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-1334,4,MEDIUM,CWE-525 Information Exposure Through Browser Caching,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,IBM QRadar Suite Software 1.10.12.0 through 1.11.2.0 and IBM Cloud Pak for Security 1.10.0.0 through 1.10.11.0 allows web pages to be stored locally which can be read by another user on the system.,IBM,Cloud Pak for Security,['1.10.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2020-15250,4.4,MEDIUM,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"In JUnit4 from version 4.7 and before 4.13.1, the test rule TemporaryFolder contains a local information disclosure vulnerability. On Unix like systems, the system's temporary directory is shared between all users on that system. Because of this, when files and directories are written into this directory they are, by default, readable by other users on that same system. This vulnerability does not allow other users to overwrite the contents of these directories or files. This is purely an information disclosure vulnerability. This vulnerability impacts you if the JUnit tests write sensitive information, like API keys or passwords, into the temporary folder, and the JUnit tests execute in an environment where the OS has other untrusted users. Because certain JDK file system APIs were only added in JDK 1.7, this this fix is dependent upon the version of the JDK you are using. For Java 1.7 and higher users: this vulnerability is fixed in 4.13.1. For Java 1.6 and lower users: no patch is available, you must use the workaround below. If you are unable to patch, or are stuck running on Java 1.6, specifying the `java.io.tmpdir` system environment variable to a directory that is exclusively owned by the executing user will fix this vulnerability. For more information, including an example of vulnerable code, see the referenced GitHub Security Advisory.",junit-team,junit4,['< 4.13.1']
